fid;objectid;ccod_cact;iidtn_frt;llib_frt;cdom_frt;cinse_dep;layer;path;area;frt_com;area_ha;CodeINSEE;coordX;coordY;geo_shape
4884;"9102";"8683";F03719A;For�t communale d'Eurville-Bienville;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"282551";"1";"28";"52194";5.0329606992;48.5784946070;"MultiPolygon (((851977.7 6831368.2, 851967.106436 6831396.091839, 851874.7 6831432.8, 851845.7 6831442, 851784.1 6831460.8, 8"
4895;"9114";"8683";F03732N;For�t communale de Farincourt;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1536352";"1";"154";"52195";5.6871469603;47.6943755302;"MultiPolygon (((901206.8 6735969.7, 901204.6 6735972.3, 901179.9 6735991.5, 901167.7 6736005.3, 901158.8 6736023.6, 901140.4"
4855;"9067";"8683";F03678L;For�t communale d'Euffigneix;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"900044";"1";"90";"52193";5.0316761667;48.1347767699;"MultiPolygon (((850185.5 6783618.8, 850173.3 6783606.4, 850177.6 6783600.6, 850187 6783588.8, 850194.3 6783578.5, 850203 6783"
4965;"9192";"8683";F03827E;For�t communale de Fays;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"898520";"1";"90";"52198";5.0296109957;48.4772721277;"MultiPolygon (((848958.4 6821314.2, 848966.4 6821322.9, 848967 6821323.9, 848984.6 6821352.7, 848987.622521 6821380.69248, 84"
4758;"8976";"8683";F03577O;For�t communale de Ferriere-Et-Lafolie;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1317143";"1";"132";"52199";5.0891864915;48.4028145204;"MultiPolygon (((853915.4 6813227, 853921.781895 6813219.301207, 853940.6 6813196.6, 853965.1 6813164.7, 853975.4 6813147.8, 8"
4653;"8867";"8683";F03453U;For�t communale de Faverolles;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"678361";"1";"68";"52196";5.2380069232;47.9475089735;"MultiPolygon (((865854.3 6760977.2, 865861.5 6760977.6, 865871.2 6760977.8, 865881.2 6760977.5, 865892.1 6760975.4, 865898.6"
3705;"4262";"8450";F25329E;For�t communale de Gy-L'Ev�que;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"277264";"1";"28";"89199";3.5305086328;47.6977830471;"MultiPolygon (((739440 6733193.5, 739459.2 6733237.8, 739463.5 6733247.8, 739492.2 6733294.1, 739509.7 6733312.5, 739543.4 67"
13048;"13289";"8805";F19053U;For�t communale de Chazelles-Sur-Lyon;NON;"69";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"86578";"1";"9";"69155";4.4434182248;45.6610268755;"MultiPolygon (((812426 6507486.9, 812383.8 6507524, 812408.2 6507552.5, 812449.8 6507516, 812426 6507486.9)),((812049.4 65075"
3571;"4116";"8450";F25155M;For�t communale de Sceaux;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"238138";"1";"24";"89197";4.0676930355;47.5288667701;"MultiPolygon (((775741.5 6713372.3, 775746.5 6713387.4, 775759 6713413.9, 775768.6 6713432.7, 775774.4 6713441.5, 775784.3 67"
9179;"1104";"8345";F48918L;For�t communale de Saint-Marc-A-Frongier;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"586404";"1";"59";"23211";2.1125428834;45.9207426771;"MultiPolygon (((630104.9 6535046.8, 630090.8 6535018, 630083.2 6535018.4, 630073.4 6535011.4, 630063.5 6535003.2, 630061.4274"
8236;"633";"8345";F00637M;For�t sectionale Divers A Saint-Martin-Sainte-Catherine;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"355843";"1";"36";"23217";1.5956779313;45.9330334968;"MultiPolygon (((591307.60251 6537851.441574, 591307.489896 6537851.44438, 591307.5 6537851.5, 591289.2 6537851.9, 591275 6537"
100;"5741";"8515";F10487I;For�t communale de Chalautre-La-Grande;NON;"77";rdf_pub.frt_reg11;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg11.shp;"476189";"1";"48";"77072";3.4291604136;48.5395894734;"MultiPolygon (((731446.8 6826568.9, 731440.8 6826656.2, 731427.4 6826715.3, 731419.690188 6826754.549953, 731403.5 6826777.7,"
8287;"685";"8345";F00868J;For�t sectionale de Villevaleix;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"142562";"1";"14";"23218";2.3159438936;45.8678675021;"MultiPolygon (((647044.4 6529910.3, 647071.7 6529892.3, 647053.1 6529856.1, 647051.4 6529850.2, 647053.1 6529842.5, 647061 65"
8429;"829";"8345";F01611Y;For�t sectionale de Saint-Goussaud Et Friolouse;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"381903";"1";"38";"23200";1.5673696197;46.0434727120;"MultiPolygon (((587566 6548783.7, 587599.7 6548757.9, 587607.8 6548751.4, 587637.1 6548735.4, 587685.4 6548710.2, 587693.4 65"
3388;"3908";"8450";F24924P;For�t communale de Gisy-Les-Nobles;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1126052";"1";"113";"89189";3.2710367192;48.2967859488;"MultiPolygon (((719281 6797608.3, 719259.9 6797602.8, 719251 6797579.9, 719241.3 6797574.3, 719225 6797570.4, 719211.9 679756"
8658;"383";"8330";F09797U;For�t communale de Villiers-Couture;NON;"17";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"433683";"1";"43";"17477";-0.1666716612;45.9715491254;"MultiPolygon (((454464.3 6546188.8, 454502.3 6546276.9, 454509.8 6546293.2, 454559.7 6546408.6, 454620.8 6546547.8, 454633.7"
4690;"8905";"8683";F03494J;For�t communale de Fayl-Billot;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"9534513";"1";"953";"52197";5.5590392353;47.7828925750;"MultiPolygon (((886156.9 6740814.4, 886153.8 6740811.7, 886150.079328 6740808.359851, 886142.007906 6740783.048847, 886142.2"
3537;"4076";"8450";F25112V;For�t communale de Givry;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1393332";"1";"139";"89190";3.7827238691;47.5105834144;"MultiPolygon (((759714.4 6711023.4, 759718.8 6711043.7, 759722.8 6711057, 759735.7 6711097, 759740.7 6711107.8, 759762.8 6711"
3511;"4040";"8450";F25074J;For�t communale de Gland;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"3931009";"1";"393";"89191";4.2264222736;47.8222636369;"MultiPolygon (((790493.4 6744565.4, 790484.9 6744582.2, 790474.5 6744604.4, 790463 6744630.8, 790454.877231 6744649.076231, 7"
3378;"3893";"8450";F24909A;For�t communale de Fouronnes;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1317088";"1";"132";"89182";3.5608787515;47.5978163266;"MultiPolygon (((741808.2 6720988.6, 741864.6 6720821.3, 741889.3 6720830.7, 741892.5 6720832, 741923.6 6720840.2, 741944.8 67"
3410;"3927";"8450";F24945K;For�t communale de Gigny;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1054101";"1";"105";"89187";4.3123171003;47.8365649015;"MultiPolygon (((798277.6 6749742.4, 798278.7 6749727.6, 798296 6749722.5, 798321.9 6749711.1, 798338 6749708.5, 798365.2 6749"
3449;"3971";"8450";F24999M;For�t communale de Tharot;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"150880";"1";"15";"89188";3.8305682921;47.5625883826;"MultiPolygon (((762105 6716042, 762087.3 6716061.3, 762086 6716063.7, 762085.3 6716066.5, 762086 6716071.3, 762087 6716074.8,"
3524;"4056";"8450";F25091A;For�t communale de Fontenay-Sous-Fouronnes;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1445993";"1";"145";"89177";3.6078087321;47.6129540010;"MultiPolygon (((744574.8 6723042.7, 744590.6 6723012.8, 744602.6 6722994, 744603 6722984.9, 744585.1 6722958.4, 744547.9 6722"
3264;"3760";"8450";F24759G;For�t communale de Fontenay-Pr�s-Chablis;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"303242";"1";"30";"89175";3.8082156191;47.8375421747;"MultiPolygon (((760571.7 6748634.5, 760662.5 6748686.4, 760730.8 6748752.3, 760782.5 6748779.5, 760866.7 6748819.8, 760887 67"
8695;"395";"8330";F09813K;For�t communale de la Villedieu;NON;"17";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"1981148";"1";"198";"17471";-0.3469291377;46.0748414459;"MultiPolygon (((444886.7 6556090, 444935 6556153, 444944.4 6556165.3, 445012 6556122.5, 445005.7 6556052.5, 445005.4 6556048."
4916;"9139";"8683";F03761Q;For�t communale de Domremy-Landeville;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"3893845";"1";"389";"52173";5.2483261478;48.3500891967;"MultiPolygon (((866135 6806654.1, 866122 6806662.4, 866033.1 6806710.8, 865973.3 6806743.7, 865964.6 6806748.7, 865715.3 6806"
4889;"9106";"8683";F03724F;For�t communale de Dommarien;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"2246992";"1";"225";"52170";5.3708519005;47.6844254774;"MultiPolygon (((877544.642321 6733636.456888, 877518.1 6733628.5, 877488.9 6733626.5, 877465.2 6733646.7, 877412.4 6733731.2,"
4792;"9015";"8683";F03617C;For�t communale de Dommartin-Le-Franc;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"2074244";"1";"207";"52171";4.9342921672;48.4302978221;"MultiPolygon (((846832.3 6814723, 846830.3 6814709.5, 846832.2 6814705.5, 846837.7 6814702.2, 846841 6814700.1, 846843.7 6814"
4847;"9058";"8683";F03668B;For�t communale d'Effincourt;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"385533";"1";"39";"52184";5.2895174979;48.4996704896;"MultiPolygon (((867569.2 6823622.8, 867570.7 6823633.5, 867573.1 6823643.7, 867576.2 6823657.7, 867582.2 6823679.6, 867636.1"
4827;"9045";"8683";F03654N;For�t communale d'Echenay;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1094894";"1";"109";"52181";5.3154670313;48.4756421242;"MultiPolygon (((869924.4 6818329.7, 869897.4 6818373.4, 869914 6818378.8, 869969.3 6818368.8, 870080.6 6818339.6, 870124 6818"
4701;"8916";"8683";F03507W;For�t communale d'Epizon;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"10889945";"1";"1089";"52187";5.3322890074;48.3683818482;"MultiPolygon (((873446.4 6807866.1, 873460.1 6807879.2, 873468 6807887.1, 873470.9 6807889.6, 873471.4 6807891.8, 873473.1 68"
4980;"9211";"8683";F03848Z;For�t communale d'Enfonvelle;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"3348832";"1";"335";"52185";5.8621308286;47.9115003197;"MultiPolygon (((912126.1 6760833.5, 912150.9 6760839.6, 912196.9 6760854.4, 912223.5 6760870.3, 912256.7 6760897.2, 912305.7"
5028;"9265";"8683";F03917Q;For�t communale de Val-D'Esnoms;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"6405234";"1";"641";"52189";5.2010310245;47.6707591825;"MultiPolygon (((863270.6 6730196.9, 863206.3 6730250.2, 863184.3 6730292.1, 863160.9 6730319.5, 863137.8 6730378.9, 863126.3"
3465;"3989";"8450";F25019G;For�t communale de Foissy-Sur-Vanne;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"230135";"1";"23";"89171";3.4783812888;48.2274936037;"MultiPolygon (((735182 6792062.6, 735182.9 6792063.8, 735270.7 6792190.7, 735286.5 6792213.2, 735390.2 6792360.1, 735390.8 67"
3620;"4173";"8450";F25223C;For�t communale de Fontenay-Pr�s-V�zelay;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1838964";"1";"184";"89176";3.7116611757;47.4213552950;"MultiPolygon (((753914.298715 6700928.003705, 753888.5 6700933.4, 753864.3 6700938.3, 753854.8 6700940.3, 753873.9 6700979, 7"
15367;"11993";"8770";F17220H;For�t communale de Rocbaron;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"1176990";"1";"118";"83059";6.0984314676;43.3244205592;"MultiPolygon (((951097.7 6250924.5, 951092.6 6250932.1, 951085.4 6250942.9, 951070.9 6250975.5, 951075.9 6250985.3, 951061.9"
11218;"14878";"8835";F00147Q;For�t sectionale de Villemonteix;NON;"63";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"51574";"1";"5";"63055";2.8078698683;45.8356595707;"MultiPolygon (((684874.7 6523384.9, 684884.4 6523390.5, 684903.1 6523400.7, 684931.1 6523416.4, 684954.5 6523429.5, 684973.6"
56;"5721";"8515";F10137W;For�t communale de Chevry-Cossigny;NON;"77";rdf_pub.frt_reg11;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg11.shp;"441981";"1";"44";"77114";2.6982494964;48.7406900430;"MultiPolygon (((677092.6 6848725.1, 677106.8 6848732.2, 677122.2 6848741.4, 677136.6 6848755.4, 677157 6848774.3, 677170.8 68"
11166;"14827";"8835";F00061I;For�t sectionale de Bourgheade;NON;"63";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"722973";"1";"72";"63053";2.6752439911;45.6957660477;"MultiPolygon (((675039.3 6506250.5, 675037.6 6506322.4, 675036.4 6506383.5, 675033.3 6506408.6, 675029.9 6506455.6, 675019.4"
11147;"14808";"8835";F00025Y;For�t sectionale de La Servilie;NON;"63";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"218424";"1";"22";"63057";3.7347410445;45.7161533078;"MultiPolygon (((758379.2 6510950.9, 758373.1 6510951.7, 758316.6 6510962.1, 758257.6 6510963.1, 758216.1 6510963.9, 758130 65"
4942;"9177";"8683";F03809M;For�t communale de Ch�teauvillain;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"18258206";"1";"1826";"52114";4.8968440327;48.0376291747;"MultiPolygon (((841221.8 6768543, 841216 6768543.3, 841207.7 6768542.9, 841199.5 6768542.2, 841196.7 6768542, 841192.7 676854"
4649;"8866";"8683";F03452T;For�t communale de Chatenay-M�cheron;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"131494";"1";"13";"52115";5.3914056051;47.8653209248;"MultiPolygon (((878604.2 6754517.6, 878614.8 6754519, 878629.3 6754521.8, 878648.3 6754530.8, 878677 6754538.5, 878683.1 6754"
4975;"9202";"8683";F03839Q;For�t communale de Chassigny;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"900628";"1";"90";"52113";5.3736763054;47.7202767762;"MultiPolygon (((879749.2 6736442.2, 879734.1 6736449, 879718 6736457.7, 879699.1 6736469.1, 879689.7 6736477.2, 879684.6 6736"
3580;"4124";"8450";F25164V;For�t communale de Coulanges-La-Vineuse;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"183037";"1";"18";"89118";3.6023534268;47.6904057237;"MultiPolygon (((745360.1 6733015.7, 745337.7 6732978.8, 745289.6 6732916.8, 745248.6 6732863.4, 745214.1 6732803.9, 745212 67"
3262;"3758";"8450";F24757E;For�t communale de Coulanges-Sur-Yonne;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"2228698";"1";"223";"89119";3.5177139661;47.5564121662;"MultiPolygon (((739125.9 6718642.3, 739126.2 6718653.3, 739128.4 6718658.3, 739135.5 6718665.8, 739158.6 6718681.5, 739165.4"
15555;"12052";"8770";F99505C;For�t communale de Hy�res Les Palmiers;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"2098037";"1";"210";"83069";6.1440059923;43.1461578291;"MultiPolygon (((953397 6227515.5, 953390.5 6227512.4, 953381.5 6227510.9, 953374.1 6227508.6, 953372.3 6227508.2, 953362.1 62"
14791;"10455";"8730";F16351W;For�t communale de Lambruisse;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"3909685";"1";"391";"4099";6.4511492458;44.0426255445;"MultiPolygon (((975518 6329415.3, 975518.1 6329430.1, 975518.3 6329442.9, 975516 6329481.9, 975501.1 6329509.7, 975489.6 6329"
15439;"11918";"8770";F17140F;For�t communale de Ginasservis;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"12740466";"1";"1274";"83066";5.8325135964;43.6551847778;"MultiPolygon (((926675.3 6285202.6, 926674.3 6285208.8, 926673.1 6285211.2, 926664 6285231, 926657.8 6285244.5, 926632.6 6285"
14802;"10475";"8730";F16374T;For�t communale de Jausiers;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"13526790";"1";"1353";"4096";6.7787366346;44.4070887617;"MultiPolygon (((999473.2 6370036.1, 999477.2 6370055.5, 999477.3 6370072.1, 999481.3 6370081.8, 999498.1 6370099.2, 999508.8"
15310;"12020";"8770";F17250L;For�t communale de Gonfaron;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"11206873";"1";"1121";"83067";6.3042022052;43.3144176630;"MultiPolygon (((967109.4 6250046.8, 967123.5 6250117.1, 967119.3 6250118.8, 967038.1 6250150.9, 967031.5 6250161.9, 967024.4"
14941;"10623";"8730";F16529S;For�t communale de La Javie;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"4730241";"1";"473";"4097";6.3540425561;44.1615138673;"MultiPolygon (((968908.5 6346118.9, 968909.3 6346117.6, 968930.2 6346108.2, 968951.9 6346103, 968989.3 6346098.1, 969001.9 63"
8930;"1647";"8370";F20746X;For�t communale d'Estialescq;NON;"64";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"3127162";"1";"313";"64393";-0.5386250200;43.2563879401;"MultiPolygon (((409730.1 6241661.4, 409661.6 6241581.7, 409624.7 6241542.8, 409609.3 6241531.7, 409596.6 6241529.1, 409585.2"
3463;"3987";"8450";F25016D;For�t communale de Lich�res-Pr�s-Aigremont;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1677497";"1";"168";"89224";3.8338614554;47.7022024714;"MultiPolygon (((761462.3 6733338.2, 761569.2 6733296.2, 761533 6733248.3, 761500 6733279.4, 761470.1 6733306.5, 761444.8 6733"
15489;"11992";"8770";F17219G;For�t communale d'Evenos;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"29559";"1";"3";"83053";5.8353238260;43.1707807026;"MultiPolygon (((930405.9 6234230.3, 930407.9 6234232.9, 930410.5 6234235.5, 930412.5 6234236.8, 930415.3 6234237.7, 930418.9"
14844;"10526";"8730";F16428V;For�t communale de Gr�oux-Les-Bains;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"1576061";"1";"158";"4094";5.8894267490;43.7603260480;"MultiPolygon (((929079.7 6298467.5, 929115.5 6298471.6, 929205.2 6298499.8, 929294 6298534.6, 929256.7 6298485.2, 929222.4 62"
3526;"4058";"8450";F25093C;For�t communale de Lich�res-Sur-Yonne;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"579942";"1";"58";"89225";3.5952221524;47.4939773958;"MultiPolygon (((745652.4 6710320.4, 745610.6 6710241.8, 745607 6710235, 745566.6 6710169.5, 745525.5 6710243.4, 745516.91164"
14886;"10567";"8730";F16470L;For�t communale de Lardiers;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"1503824";"1";"150";"4095";5.7229276981;44.0858967594;"MultiPolygon (((916744.1 6330447.2, 916737.9 6330423.3, 916742.5 6330380.3, 916699.1 6330373.7, 916660.8 6330350.9, 916641.4"
5033;"9260";"8683";F03912L;For�t communale de Chantraines;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1510984";"1";"151";"52107";5.2313951953;48.2307607328;"MultiPolygon (((865714.7 6793558.8, 865810.2 6793511.7, 865826.5 6793513.9, 865954.9 6793555.7, 865978.1 6793561.8, 866026.8"
4960;"9187";"8683";F03820X;For�t communale de Charmes-Les-Langres;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"108949";"1";"11";"52108";5.3459694100;47.9212486269;"MultiPolygon (((874794.5 6759720.9, 874786.4 6759729.8, 874774.2 6759743.6, 874765.8 6759752.4, 874754.9 6759762.8, 874743.4"
4841;"9054";"8683";F03664X;For�t communale de Changey;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"323566";"1";"32";"52105";5.3842092505;47.9352600004;"MultiPolygon (((878870.3 6760614.7, 878869.1 6760604.4, 878869.3 6760596.6, 878865.8 6760560.7, 878866.4 6760557.4, 878867.5"
9074;"1782";"8370";F21233Q;For�t communale de Monpezat;NON;"64";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"153936";"1";"15";"64390";-0.0380860385;43.4820901922;"MultiPolygon (((454965.2 6268290.8, 454965.1 6268296.8, 454960.4 6268309.3, 454961.4 6268336.8, 454959.1 6268339.8, 454948.8"
4683;"8896";"8683";F03484Z;For�t communale de Charmes-En-L'Angle;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"435183";"1";"44";"52109";5.0042944971;48.3678088973;"MultiPolygon (((846336.7 6807854.9, 846340.1 6807859.9, 846372.1 6807905.6, 846457.1 6807765.2, 846420 6807767.8, 846378.1 68"
14887;"10568";"8730";F16471M;For�t communale du Fugeret;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"15526390";"1";"1553";"4090";6.6680059469;44.0200270037;"MultiPolygon (((989477.8 6329225.2, 989478.7 6329246.4, 989470.6 6329275.2, 989453.8 6329309.3, 989433.8 6329346.2, 989407.1"
15443;"11924";"8770";F17147M;For�t communale de Draguignan;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"2449963";"1";"245";"83050";6.4578460707;43.5609481320;"MultiPolygon (((980010.5 6279008.5, 980010.1 6279022.1, 980010.5 6279030.9, 980011.4 6279042.9, 980010.7 6279056.9, 980010.1"
15454;"11940";"8770";F17166F;For�t communale de Fayence;NON;"83";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"707231";"1";"71";"83055";6.6424611408;43.5720698511;"MultiPolygon (((993907.8 6281472, 993908.1 6281477.8, 993908.9 6281495.9, 993909 6281496.3, 993911.3 6281505.8, 993912.1 6281"
14790;"10453";"8730";F16349U;For�t communale de Faucon-Du-Caire;NON;"04";rdf_pub.frt_reg93;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg93.shp;"8546166";"1";"855";"4085";6.0996426079;44.4054904128;"MultiPolygon (((946178.6 6371132.1, 946172.7 6371139.5, 946173.2 6371150.1, 946174.7 6371158.5, 946183.5 6371160.3, 946183.5"
3214;"3892";"8450";F24908Z;For�t communale de Ch�u;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"66830";"1";"7";"89227";3.7588520692;47.9261701222;"MultiPolygon (((756387 6754757.4, 756382.9 6754763.2, 756381.4 6754770, 756383.9 6754788.3, 756387.9 6754818, 756387.3 675482"
